subscription_id,user_id,plan,monthly_price,is_active
S979629,U00776,Standard,12.99,False
S161721,U00777,Premium,17.99,False
S909805,U00778,Standard,12.99,True
S338686,U00779,Standard,12.99,True
S613290,U00780,Premium,17.99,True
S519636,U00781,Standard,12.99,True
S221875,U00782,Standard,12.99,True
S660678,U00783,Basic,8.99,True
S932714,U00784,Premium,17.99,True
S224377,U00785,Standard,12.99,True
S790019,U00786,Basic,8.99,True
S430880,U00787,Standard,12.99,False
S956627,U00788,Premium,17.99,True
S860799,U00789,Basic,8.99,True
S661421,U00790,Basic,8.99,True
S764706,U00791,Premium,17.99,True
S420281,U00792,Premium,17.99,True
S992629,U00793,Premium,17.99,False
S388170,U00794,Basic,8.99,True
S913580,U00795,Standard,12.99,False
S287131,U00796,Premium,17.99,True
S793142,U00797,Standard,12.99,True
S579534,U00798,Standard,12.99,True
S889656,U00799,Standard,12.99,False
S514560,U00800,Standard,12.99,True
S582285,U00801,Premium,17.99,True
S439819,U00802,Standard,12.99,True
S514141,U00803,Premium,17.99,True
S901963,U00804,Basic,8.99,True
S549429,U00805,Standard,12.99,True
S955696,U00806,Premium,17.99,True
S156790,U00807,Premium,17.99,True
S909114,U00808,Basic,8.99,True
S191040,U00809,Premium,17.99,True
S965605,U00810,Premium,17.99,False
S105919,U00811,Basic,8.99,True
S376946,U00812,Standard,12.99,False
S818364,U00813,Basic,8.99,True
S932691,U00814,Standard,12.99,True
S141488,U00815,Standard,12.99,True
S290250,U00816,Standard,12.99,True
S886046,U00817,Basic,8.99,True
S901707,U00818,Premium,17.99,True
S325139,U00819,Standard,12.99,True
S408520,U00820,Basic,8.99,True
S667306,U00821,Premium,17.99,True
S396848,U00822,Standard,12.99,True
S431991,U00823,Basic,8.99,False
S737930,U00824,Basic,8.99,True
S171021,U00825,Basic,8.99,True
S958212,U00826,Premium,17.99,True
S493192,U00827,Basic,8.99,True
S744404,U00828,Standard,12.99,True
S970147,U00829,Premium,17.99,True
S411267,U00830,Premium,17.99,True
S500538,U00831,Standard,12.99,False
S667120,U00832,Basic,8.99,True
S629584,U00833,Premium,17.99,True
S446768,U00834,Basic,8.99,True
S997715,U00835,Standard,12.99,True
S105412,U00836,Basic,8.99,True
S863833,U00837,Premium,17.99,True
S554202,U00838,Standard,12.99,False
S927415,U00839,Basic,8.99,True
S166970,U00840,Premium,17.99,False
S289467,U00841,Standard,12.99,True
S852520,U00842,Standard,12.99,True
S266873,U00843,Premium,17.99,True
S813351,U00844,Basic,8.99,True
S920170,U00845,Premium,17.99,True
S477322,U00846,Standard,12.99,False
S207014,U00847,Standard,12.99,True
S218280,U00848,Standard,12.99,False
S901303,U00849,Basic,8.99,True
S106380,U00850,Premium,17.99,False
S582258,U00851,Premium,17.99,False
S991243,U00852,Basic,8.99,True
S102621,U00853,Standard,12.99,True
S615550,U00854,Standard,12.99,False
S863733,U00855,Premium,17.99,True
S971795,U00856,Premium,17.99,True
S618283,U00857,Basic,8.99,True
S713469,U00858,Premium,17.99,True
S439606,U00859,Premium,17.99,False
S158208,U00860,Basic,8.99,True
S630358,U00861,Premium,17.99,False
S323226,U00862,Standard,12.99,True
S704154,U00863,Basic,8.99,True
S536853,U00864,Standard,12.99,True
S726798,U00865,Basic,8.99,False
S150369,U00866,Basic,8.99,True
S334922,U00867,Basic,8.99,False
S660589,U00868,Basic,8.99,False
S493540,U00869,Basic,8.99,False
S993349,U00870,Standard,12.99,True
S836190,U00871,Basic,8.99,True
S268108,U00872,Premium,17.99,True
S467519,U00873,Standard,12.99,True
S576768,U00874,Premium,17.99,True
S576191,U00875,Standard,12.99,False
S762170,U00876,Basic,8.99,True
S443590,U00877,Standard,12.99,False
S208946,U00878,Standard,12.99,True
S580722,U00879,Basic,8.99,False
S264136,U00880,Standard,12.99,False
S738298,U00881,Premium,17.99,True
S931571,U00882,Basic,8.99,True
S206566,U00883,Premium,17.99,True
S528838,U00884,Basic,8.99,True
S537635,U00885,Standard,12.99,True
S305365,U00886,Basic,8.99,True
S961381,U00887,Basic,8.99,True
S127249,U00888,Standard,12.99,True
S724734,U00889,Basic,8.99,False
S999730,U00890,Basic,8.99,True
S881627,U00891,Basic,8.99,False
S650904,U00892,Standard,12.99,True
S780775,U00893,Standard,12.99,True
S188135,U00894,Standard,12.99,True
S533722,U00895,Standard,12.99,True
S954093,U00896,Premium,17.99,True
S960260,U00897,Standard,12.99,True
S803177,U00898,Standard,12.99,False
S434138,U00899,Premium,17.99,True
S687609,U00900,Basic,8.99,True
S916762,U00901,Standard,12.99,True
S300710,U00902,Basic,8.99,True
S659603,U00903,Basic,8.99,True
S512150,U00904,Premium,17.99,True
S646876,U00905,Standard,12.99,True
S274970,U00906,Premium,17.99,True
S138728,U00907,Premium,17.99,False
S178744,U00908,Premium,17.99,True
S511731,U00909,Premium,17.99,False
S438713,U00910,Premium,17.99,True
S614358,U00911,Basic,8.99,False
S226682,U00912,Standard,12.99,True
S612462,U00913,Standard,12.99,True
S647682,U00914,Basic,8.99,True
S256075,U00915,Premium,17.99,True
S143873,U00916,Standard,12.99,True
S480878,U00917,Standard,12.99,True
S968307,U00918,Basic,8.99,True
S610731,U00919,Basic,8.99,False
S815414,U00920,Premium,17.99,True
S101410,U00921,Premium,17.99,False
S476664,U00922,Premium,17.99,False
S168872,U00923,Premium,17.99,False
S881012,U00924,Standard,12.99,False
S388234,U00925,Premium,17.99,True
S232941,U00926,Standard,12.99,True
S929007,U00927,Premium,17.99,True
S334474,U00928,Premium,17.99,True
S964679,U00929,Standard,12.99,True
S394266,U00930,Premium,17.99,True
S652760,U00931,Premium,17.99,True
S936082,U00932,Standard,12.99,True
S170498,U00933,Standard,12.99,True
S389859,U00934,Basic,8.99,False
S807170,U00935,Standard,12.99,True
S147151,U00936,Basic,8.99,True
S211010,U00937,Premium,17.99,True
S300331,U00938,Basic,8.99,True
S708846,U00939,Premium,17.99,True
S349532,U00940,Standard,12.99,True
S165899,U00941,Premium,17.99,True
S420023,U00942,Premium,17.99,True
S416828,U00943,Premium,17.99,False
S497599,U00944,Standard,12.99,False
S324207,U00945,Premium,17.99,True
S162331,U00946,Standard,12.99,True
S966269,U00947,Standard,12.99,True
S520912,U00948,Standard,12.99,True
S595484,U00949,Basic,8.99,True
S862296,U00950,Premium,17.99,False
S331477,U00951,Standard,12.99,True
S263360,U00952,Premium,17.99,False
S793169,U00953,Premium,17.99,True
S831891,U00954,Standard,12.99,False
S488713,U00955,Basic,8.99,True
S693252,U00956,Standard,12.99,True
S367732,U00957,Standard,12.99,True
S813939,U00958,Premium,17.99,True
S196927,U00959,Premium,17.99,False
S447206,U00960,Standard,12.99,True
S326559,U00961,Standard,12.99,True
S689958,U00962,Premium,17.99,True
S410116,U00963,Premium,17.99,True
S152990,U00964,Basic,8.99,True
S213055,U00965,Standard,12.99,False
S877962,U00966,Premium,17.99,True
S162950,U00967,Standard,12.99,True
S887398,U00968,Standard,12.99,True
S507807,U00969,Standard,12.99,True
S573842,U00970,Basic,8.99,True
S490201,U00971,Standard,12.99,True
S226680,U00972,Standard,12.99,True
S212234,U00973,Standard,12.99,True
S782536,U00974,Standard,12.99,False
S825415,U00975,Standard,12.99,True
S130696,U00976,Basic,8.99,True
S467828,U00977,Standard,12.99,True
S968804,U00978,Standard,12.99,True
S619175,U00979,Standard,12.99,True
S499796,U00980,Basic,8.99,True
S239151,U00981,Premium,17.99,False
S608437,U00982,Basic,8.99,True
S388788,U00983,Basic,8.99,True
S156578,U00984,Basic,8.99,True
S760208,U00985,Standard,12.99,True
S534644,U00986,Standard,12.99,False
S297107,U00987,Standard,12.99,True
S680756,U00988,Premium,17.99,True
S712220,U00989,Standard,12.99,True
S217212,U00990,Basic,8.99,True
S850420,U00991,Premium,17.99,True
S804475,U00992,Basic,8.99,True
S536841,U00993,Basic,8.99,True
S222060,U00994,Premium,17.99,True
S927105,U00995,Basic,8.99,True
S496713,U00996,Standard,12.99,True
S521052,U00997,Standard,12.99,True
S696013,U00998,Basic,8.99,True
S233303,U00999,Standard,12.99,True
S985839,U01000,Standard,12.99,False
