user_id,country,age,subscription_plan,registration_date
U00658,Peru,31,Standard,2023-09-15
U00659,Chile,37,Basic,2023-01-24
U00660,Chile,59,Premium,2021-11-24
U00661,Brazil,47,Premium,2023-03-16
U00662,Brazil,47,Premium,2022-05-22
U00663,Brazil,34,Premium,2021-04-22
U00664,Brazil,47,Basic,2024-08-26
U00665,Canada,30,Standard,2023-06-11
U00666,Argentina,32,Standard,2022-09-23
U00667,Canada,20,Basic,2025-11-29
U00668,Spain,36,Basic,2025-03-02
U00669,Chile,56,Premium,2021-10-07
U00670,Canada,47,Standard,2023-08-25
U00671,Spain,29,Standard,2022-06-28
U00672,Peru,22,Premium,2024-06-23
U00673,Argentina,23,Premium,2025-11-24
U00674,Argentina,35,Standard,2025-07-30
U00675,Canada,46,Basic,2024-05-31
U00676,Spain,56,Standard,2024-04-12
U00677,Brazil,50,Basic,2023-10-21
U00678,Spain,19,Standard,2023-08-09
U00679,Peru,44,Premium,2023-05-02
U00680,Mexico,60,Standard,2023-08-19
U00681,USA,40,Premium,2025-01-27
U00682,Brazil,64,Standard,2024-06-07
U00683,Peru,60,Standard,2021-02-10
U00684,Mexico,63,Standard,2023-05-04
U00685,Canada,46,Standard,2024-08-01
U00686,Argentina,41,Premium,2021-12-08
U00687,USA,63,Premium,2026-03-23
U00688,Spain,44,Standard,2026-03-22
U00689,Mexico,43,Basic,2025-12-27
U00690,Argentina,29,Premium,2021-07-08
U00691,Brazil,22,Premium,2022-07-29
U00692,Canada,44,Standard,2024-12-03
U00693,Chile,62,Standard,2023-09-12
U00694,Chile,41,Premium,2025-10-19
U00695,Argentina,18,Premium,2022-09-04
U00696,USA,58,Standard,2021-04-06
U00697,Canada,28,Premium,2022-04-21
U00698,Chile,57,Standard,2025-02-16
U00699,Spain,50,Premium,2021-02-09
U00700,Brazil,43,Standard,2021-03-16
U00701,Chile,30,Basic,2021-09-11
U00702,Argentina,29,Basic,2022-07-03
U00703,Argentina,65,Basic,2025-08-19
U00704,Chile,20,Standard,2022-07-05
U00705,USA,22,Basic,2025-07-13
U00706,Chile,48,Premium,2023-05-14
U00707,Chile,57,Standard,2025-03-03
U00708,USA,50,Premium,2021-12-23
U00709,USA,31,Standard,2025-11-06
U00710,Argentina,56,Standard,2022-05-17
U00711,Chile,36,Standard,2024-07-30
U00712,Argentina,43,Premium,2025-01-15
U00713,USA,65,Premium,2021-10-29
U00714,Canada,61,Premium,2023-06-16
U00715,Brazil,41,Basic,2024-04-20
U00716,USA,59,Basic,2023-06-30
U00717,USA,39,Standard,2023-09-08
U00718,Mexico,47,Premium,2021-10-31
U00719,Chile,19,Basic,2023-05-03
U00720,Chile,44,Premium,2021-12-24
U00721,Mexico,38,Standard,2022-11-29
U00722,Mexico,29,Standard,2022-10-01
U00723,Canada,34,Standard,2026-04-05
U00724,Argentina,52,Basic,2023-02-07
U00725,Brazil,42,Basic,2022-03-13
U00726,Brazil,27,Basic,2021-10-20
U00727,Canada,18,Standard,2023-08-10
U00728,Brazil,51,Premium,2026-03-15
U00729,Peru,39,Standard,2024-08-27
U00730,Spain,33,Standard,2025-07-24
U00731,USA,57,Premium,2025-06-20
U00732,Canada,27,Basic,2026-02-27
U00733,Canada,35,Premium,2020-12-20
U00734,Canada,30,Standard,2023-10-19
U00735,Brazil,22,Premium,2025-12-28
U00736,Brazil,29,Standard,2025-05-04
U00737,Chile,46,Premium,2024-07-26
U00738,Chile,61,Basic,2024-03-30
U00739,Canada,55,Basic,2022-05-03
U00740,Spain,62,Standard,2021-10-29
U00741,Spain,22,Basic,2025-09-11
U00742,Argentina,27,Basic,2021-11-06
U00743,Peru,50,Basic,2020-12-09
U00744,Peru,52,Standard,2024-08-20
U00745,Mexico,62,Standard,2023-06-19
U00746,Peru,25,Basic,2021-05-07
U00747,Peru,31,Standard,2023-02-11
U00748,USA,47,Standard,2021-06-20
U00749,Peru,33,Basic,2021-11-23
U00750,Spain,34,Premium,2022-10-13
U00751,Mexico,31,Basic,2023-02-06
U00752,Brazil,40,Basic,2023-01-22
U00753,Argentina,30,Basic,2022-04-15
U00754,Peru,33,Premium,2024-07-16
U00755,Mexico,41,Basic,2023-12-30
U00756,Canada,61,Premium,2025-12-11
U00757,Canada,61,Basic,2024-02-21
U00758,Chile,32,Basic,2022-09-24
U00759,USA,52,Basic,2025-09-24
U00760,Spain,20,Premium,2022-03-30
U00761,USA,55,Premium,2022-09-03
U00762,Argentina,61,Basic,2022-10-06
U00763,Peru,41,Premium,2022-05-21
U00764,Chile,49,Standard,2024-12-23
U00765,Chile,65,Basic,2024-12-20
U00766,Peru,27,Premium,2023-02-06
U00767,Spain,65,Basic,2021-12-28
U00768,Canada,22,Basic,2022-02-12
U00769,Peru,55,Basic,2022-01-24
U00770,Spain,41,Premium,2023-06-28
U00771,Spain,18,Basic,2023-03-13
U00772,Peru,32,Basic,2021-05-18
U00773,Brazil,26,Standard,2024-04-19
U00774,Brazil,51,Premium,2025-05-08
U00775,Peru,53,Basic,2024-03-03
U00776,Chile,62,Standard,2024-03-31
U00777,Spain,50,Premium,2023-08-18
U00778,Mexico,50,Standard,2024-09-21
U00779,Peru,33,Standard,2025-11-22
U00780,Canada,51,Premium,2023-03-07
U00781,Chile,50,Standard,2023-01-12
U00782,USA,59,Standard,2022-05-26
U00783,Brazil,28,Basic,2022-02-08
U00784,Brazil,20,Premium,2023-10-20
U00785,USA,31,Standard,2022-10-10
U00786,Peru,34,Basic,2024-07-15
U00787,Mexico,65,Standard,2022-10-13
U00788,Canada,32,Premium,2024-01-16
U00789,Mexico,61,Basic,2025-03-22
U00790,Peru,49,Basic,2021-12-18
U00791,Canada,60,Premium,2025-12-02
U00792,Brazil,30,Premium,2021-02-15
U00793,Peru,22,Premium,2023-10-07
U00794,Canada,23,Basic,2021-06-16
U00795,Chile,43,Standard,2021-07-17
U00796,Mexico,57,Premium,2023-11-01
U00797,USA,24,Standard,2022-06-17
U00798,Chile,65,Standard,2022-11-03
U00799,Argentina,23,Standard,2021-08-15
U00800,Chile,24,Standard,2024-05-19
U00801,USA,58,Premium,2025-10-22
U00802,Canada,47,Standard,2024-02-09
U00803,Spain,30,Premium,2022-04-20
U00804,Argentina,49,Basic,2021-12-12
U00805,Argentina,28,Standard,2024-02-19
U00806,Mexico,63,Premium,2020-12-07
U00807,Peru,45,Premium,2025-02-26
U00808,Chile,64,Basic,2021-03-09
U00809,Argentina,30,Premium,2022-01-16
U00810,Peru,40,Premium,2021-11-18
U00811,USA,50,Basic,2025-10-16
U00812,Brazil,23,Standard,2023-05-06
U00813,Mexico,50,Basic,2021-01-07
U00814,Peru,47,Standard,2022-01-06
U00815,Spain,62,Standard,2021-09-04
U00816,Peru,29,Standard,2024-05-12
U00817,Chile,20,Basic,2021-07-01
U00818,Brazil,51,Premium,2023-11-23
U00819,Chile,30,Standard,2026-01-03
U00820,Canada,49,Basic,2022-08-01
U00821,Chile,41,Premium,2024-03-31
U00822,Brazil,59,Standard,2022-04-23
U00823,USA,39,Basic,2022-08-21
U00824,Canada,29,Basic,2023-02-11
U00825,USA,64,Basic,2022-10-25
U00826,Canada,58,Premium,2024-05-30
U00827,Brazil,30,Basic,2020-11-30
U00828,Chile,22,Standard,2021-09-04
U00829,Chile,52,Premium,2022-01-12
U00830,Canada,40,Premium,2021-08-08
U00831,USA,25,Standard,2021-11-05
U00832,Peru,40,Basic,2025-08-22
U00833,Peru,39,Premium,2024-01-28
U00834,Chile,26,Basic,2023-05-29
U00835,Spain,65,Standard,2021-07-03
U00836,Chile,45,Basic,2026-01-18
U00837,Canada,44,Premium,2021-02-18
U00838,Canada,52,Standard,2025-01-06
U00839,Chile,26,Basic,2022-01-15
U00840,Canada,65,Premium,2025-12-18
U00841,Brazil,34,Standard,2024-12-02
U00842,Mexico,53,Standard,2025-12-25
U00843,Peru,27,Premium,2025-04-23
U00844,Mexico,20,Basic,2024-03-19
U00845,USA,48,Premium,2023-08-17
U00846,Peru,54,Standard,2026-02-05
U00847,Spain,58,Standard,2026-01-12
U00848,Chile,47,Standard,2021-05-29
U00849,Canada,55,Basic,2023-10-20
U00850,Spain,26,Premium,2024-02-10
U00851,Argentina,30,Premium,2024-11-09
U00852,Chile,64,Basic,2023-10-06
U00853,Brazil,18,Standard,2026-01-06
U00854,Brazil,45,Standard,2023-06-20
U00855,Chile,20,Premium,2022-05-30
U00856,Spain,46,Premium,2023-05-04
U00857,Brazil,36,Basic,2025-04-29
U00858,Mexico,31,Premium,2025-05-13
U00859,Argentina,37,Premium,2024-06-11
U00860,Chile,31,Basic,2022-08-21
U00861,Argentina,46,Premium,2022-03-20
U00862,Argentina,43,Standard,2023-12-24
U00863,Mexico,24,Basic,2022-12-30
U00864,Mexico,24,Standard,2022-04-16
U00865,USA,53,Basic,2023-04-04
U00866,Argentina,30,Basic,2024-01-25
U00867,Canada,46,Basic,2022-04-19
U00868,Chile,56,Basic,2024-08-12
U00869,Canada,26,Basic,2024-08-08
U00870,Chile,39,Standard,2023-05-03
U00871,Argentina,18,Basic,2026-02-14
U00872,Spain,60,Premium,2025-08-18
U00873,Brazil,54,Standard,2023-03-13
U00874,Brazil,62,Premium,2022-12-16
U00875,Brazil,64,Standard,2025-02-05
U00876,Peru,59,Basic,2024-12-07
U00877,Canada,34,Standard,2022-01-09
U00878,Spain,58,Standard,2025-12-11
U00879,Mexico,40,Basic,2026-02-09
U00880,Peru,30,Standard,2022-09-10
U00881,USA,24,Premium,2026-03-18
U00882,Argentina,26,Basic,2024-11-10
U00883,Peru,65,Premium,2022-12-18
U00884,Chile,31,Basic,2025-10-17
U00885,Mexico,50,Standard,2022-04-19
U00886,Peru,45,Basic,2022-04-26
U00887,Mexico,31,Basic,2023-10-15
U00888,Peru,62,Standard,2021-02-04
U00889,Canada,63,Basic,2025-03-14
U00890,Mexico,50,Basic,2024-05-21
U00891,Canada,19,Basic,2026-03-04
U00892,Canada,51,Standard,2022-07-14
U00893,Chile,46,Standard,2023-05-25
U00894,Mexico,45,Standard,2022-01-23
U00895,Mexico,58,Standard,2023-01-25
U00896,Spain,61,Premium,2023-11-22
U00897,Mexico,43,Standard,2024-10-08
U00898,Argentina,57,Standard,2021-09-05
U00899,Brazil,42,Premium,2020-12-14
U00900,Argentina,65,Basic,2021-01-10
U00901,Spain,32,Standard,2024-07-16
U00902,Chile,58,Basic,2022-08-24
U00903,Mexico,59,Basic,2021-03-28
U00904,USA,25,Premium,2025-04-23
U00905,USA,52,Standard,2023-08-13
U00906,Argentina,42,Premium,2026-03-04
U00907,Brazil,47,Premium,2025-09-07
U00908,Chile,19,Premium,2023-12-20
U00909,USA,65,Premium,2023-08-19
U00910,Spain,38,Premium,2021-05-04
U00911,Chile,20,Basic,2024-09-30
U00912,Spain,19,Standard,2022-07-16
U00913,USA,57,Standard,2021-11-19
U00914,Spain,63,Basic,2021-01-18
U00915,Chile,55,Premium,2026-02-17
U00916,Argentina,63,Standard,2023-12-01
U00917,Brazil,44,Standard,2022-04-16
U00918,Chile,30,Basic,2024-05-02
U00919,Argentina,35,Basic,2025-11-07
U00920,USA,32,Premium,2023-08-27
U00921,Chile,53,Premium,2023-01-22
U00922,Canada,25,Premium,2022-04-05
U00923,Canada,25,Premium,2025-10-03
U00924,Spain,29,Standard,2022-02-06
U00925,Canada,63,Premium,2022-03-21
U00926,Spain,36,Standard,2023-11-17
U00927,Canada,28,Premium,2022-03-20
U00928,Mexico,39,Premium,2025-11-07
U00929,Spain,44,Standard,2023-06-16
U00930,Canada,48,Premium,2021-05-08
U00931,Peru,61,Premium,2025-07-23
U00932,Spain,29,Standard,2021-08-07
U00933,Peru,61,Standard,2022-03-11
U00934,Spain,53,Basic,2025-07-13
U00935,Mexico,18,Standard,2024-01-17
U00936,Spain,36,Basic,2024-01-21
U00937,Peru,46,Premium,2022-12-29
U00938,Canada,62,Basic,2023-11-22
U00939,Spain,39,Premium,2024-07-27
U00940,Spain,58,Standard,2024-01-18
U00941,Spain,34,Premium,2025-04-10
U00942,Canada,65,Premium,2026-02-21
U00943,Mexico,58,Premium,2023-01-27
U00944,Brazil,21,Standard,2023-05-21
U00945,Chile,36,Premium,2024-05-17
U00946,Spain,35,Standard,2021-02-07
U00947,Mexico,23,Standard,2023-02-24
U00948,USA,48,Standard,2026-02-08
U00949,Spain,61,Basic,2025-12-27
U00950,Chile,33,Premium,2020-12-01
U00951,Brazil,22,Standard,2024-08-25
U00952,Argentina,64,Premium,2022-07-15
U00953,Spain,36,Premium,2023-08-14
U00954,Argentina,47,Standard,2020-12-19
U00955,Argentina,62,Basic,2024-09-20
U00956,Peru,42,Standard,2023-03-27
U00957,Mexico,58,Standard,2024-01-19
U00958,Chile,47,Premium,2023-12-11
U00959,Canada,29,Premium,2025-02-19
U00960,Brazil,47,Standard,2021-07-09
U00961,Brazil,38,Standard,2024-12-11
U00962,Spain,27,Premium,2023-06-11
U00963,Spain,53,Premium,2023-09-30
U00964,Mexico,19,Basic,2025-12-29
U00965,Chile,46,Standard,2024-07-20
U00966,Canada,30,Premium,2021-02-03
U00967,Chile,24,Standard,2024-09-12
U00968,USA,50,Standard,2025-09-02
U00969,Peru,48,Standard,2021-05-16
U00970,Argentina,26,Basic,2021-03-11
U00971,Chile,19,Standard,2025-08-26
U00972,USA,58,Standard,2024-11-07
U00973,Chile,25,Standard,2021-11-09
U00974,Mexico,36,Standard,2022-12-05
U00975,Argentina,65,Standard,2022-07-19
U00976,Argentina,28,Basic,2025-05-22
U00977,USA,21,Standard,2022-12-13
U00978,Brazil,37,Standard,2024-05-26
U00979,Peru,47,Standard,2024-12-31
U00980,USA,29,Basic,2022-09-10
U00981,Argentina,29,Premium,2023-12-04
U00982,USA,54,Basic,2022-08-23
U00983,USA,25,Basic,2021-05-15
U00984,Brazil,64,Basic,2025-07-09
U00985,Canada,31,Standard,2020-11-22
U00986,USA,29,Standard,2025-06-07
U00987,Spain,44,Standard,2024-05-21
U00988,Spain,33,Premium,2025-05-17
U00989,Peru,43,Standard,2023-05-06
U00990,Argentina,32,Basic,2025-02-07
U00991,Argentina,54,Premium,2023-08-20
U00992,Spain,44,Basic,2025-06-07
U00993,Argentina,25,Basic,2026-03-08
U00994,Mexico,43,Premium,2021-11-15
U00995,USA,36,Basic,2022-03-22
U00996,Spain,28,Standard,2023-02-20
U00997,Canada,46,Standard,2023-08-14
U00998,Chile,49,Basic,2022-08-13
U00999,Mexico,57,Standard,2023-12-08
U01000,Mexico,35,Standard,2024-03-19
