watch_id,user_id,movie_id,watched_at,minutes_watched,completed,device
W0004572,U00498,M00056,2025-09-14 15:04:16.425374,179,True,Tablet
W0004573,U00238,M00276,2025-11-20 15:04:16.425376,148,False,Mobile
W0004574,U00716,M00129,2026-03-08 15:04:16.425378,105,True,Tablet
W0004575,U00272,M00080,2025-07-24 15:04:16.425380,102,False,Tablet
W0004576,U00840,M00100,2025-06-14 15:04:16.425383,170,False,Laptop
W0004577,U00075,M00225,2026-05-09 15:04:16.425385,94,True,Tablet
W0004578,U00372,M00273,2025-10-13 15:04:16.425388,56,False,Mobile
W0004579,U00688,M00052,2025-06-26 15:04:16.425389,75,False,Tablet
W0004580,U00241,M00253,2026-03-25 15:04:16.425392,80,True,Laptop
W0004581,U00212,M00005,2026-02-19 15:04:16.425393,171,True,Laptop
W0004582,U00517,M00223,2026-02-09 15:04:16.425396,163,False,Tablet
W0004583,U00310,M00277,2026-05-01 15:04:16.425397,101,False,Tablet
W0004584,U00941,M00136,2025-09-17 15:04:16.425400,69,False,Mobile
W0004585,U00450,M00060,2025-06-10 15:04:16.425402,50,False,Tablet
W0004586,U00229,M00045,2025-10-03 15:04:16.425404,99,True,Tablet
W0004587,U00923,M00196,2025-09-06 15:04:16.425406,90,False,Laptop
W0004588,U00766,M00024,2025-05-09 15:04:16.425409,110,True,Mobile
W0004589,U00378,M00233,2025-10-04 15:04:16.425411,106,True,Tablet
W0004590,U00352,M00071,2025-07-26 15:04:16.425413,49,False,Laptop
W0004591,U00685,M00122,2025-11-06 15:04:16.425415,121,False,Laptop
W0004592,U00075,M00156,2025-10-02 15:04:16.425417,76,False,TV
W0004593,U00198,M00270,2025-11-09 15:04:16.425419,150,True,Mobile
W0004594,U00848,M00042,2026-02-16 15:04:16.425421,114,False,Mobile
W0004595,U00838,M00228,2026-01-09 15:04:16.425423,32,True,Tablet
W0004596,U00276,M00013,2026-01-14 15:04:16.425425,144,False,Laptop
W0004597,U00233,M00155,2026-04-01 15:04:16.425427,63,True,TV
W0004598,U00457,M00294,2026-04-26 15:04:16.425429,172,True,Mobile
W0004599,U00089,M00289,2025-08-29 15:04:16.425431,24,True,Tablet
W0004600,U00830,M00023,2026-03-24 15:04:16.425433,176,False,TV
W0004601,U00673,M00188,2025-09-29 15:04:16.425435,89,False,Laptop
W0004602,U00143,M00298,2026-04-09 15:04:16.425437,156,False,TV
W0004603,U00500,M00061,2026-03-12 15:04:16.425439,12,False,Mobile
W0004604,U00562,M00063,2026-04-04 15:04:16.425442,180,True,Tablet
W0004605,U00747,M00088,2025-10-06 15:04:16.425444,143,True,Mobile
W0004606,U00120,M00102,2025-08-11 15:04:16.425445,160,True,TV
W0004607,U00133,M00072,2025-06-11 15:04:16.425447,164,False,Mobile
W0004608,U00830,M00009,2026-02-06 15:04:16.425452,17,False,TV
W0004609,U00313,M00084,2026-03-23 15:04:16.425454,167,True,TV
W0004610,U00178,M00220,2025-07-26 15:04:16.425456,95,False,Mobile
W0004611,U00822,M00252,2025-11-24 15:04:16.425458,128,True,Laptop
W0004612,U00090,M00081,2026-04-24 15:04:16.425460,27,False,Tablet
W0004613,U00162,M00106,2025-12-27 15:04:16.425462,51,True,Laptop
W0004614,U00634,M00290,2026-04-07 15:04:16.425464,60,False,Laptop
W0004615,U00276,M00087,2025-08-23 15:04:16.425466,49,True,Mobile
W0004616,U00149,M00100,2025-10-11 15:04:16.425469,81,True,Mobile
W0004617,U00017,M00187,2025-05-24 15:04:16.425471,30,False,Mobile
W0004618,U00126,M00131,2025-06-30 15:04:16.425473,43,False,TV
W0004619,U00747,M00004,2025-10-22 15:04:16.425475,176,False,Tablet
W0004620,U00696,M00018,2026-04-15 15:04:16.425477,137,True,Tablet
W0004621,U00054,M00298,2025-06-21 15:04:16.425479,106,True,Mobile
W0004622,U00494,M00223,2025-08-29 15:04:16.425481,130,True,TV
W0004623,U00238,M00004,2025-11-12 15:04:16.425483,70,False,Mobile
W0004624,U00973,M00094,2026-03-13 15:04:16.425485,95,True,Laptop
W0004625,U00341,M00015,2025-11-09 15:04:16.425487,44,True,Mobile
W0004626,U00906,M00131,2026-04-20 15:04:16.425489,7,True,Mobile
W0004627,U00757,M00052,2025-09-23 15:04:16.425492,31,False,TV
W0004628,U00155,M00105,2025-05-30 15:04:16.425496,104,False,Mobile
W0004629,U00973,M00170,2025-08-24 15:04:16.425498,76,False,Tablet
W0004630,U00390,M00032,2026-01-09 15:04:16.425500,86,True,Mobile
W0004631,U00341,M00015,2026-04-08 15:04:16.425502,93,True,TV
W0004632,U00498,M00132,2026-02-22 15:04:16.425517,87,True,Mobile
W0004633,U00352,M00004,2025-08-04 15:04:16.425521,73,False,Laptop
W0004634,U00749,M00075,2025-09-29 15:04:16.425524,40,False,Mobile
W0004635,U00420,M00271,2025-10-01 15:04:16.425526,93,False,Tablet
W0004636,U00268,M00061,2026-02-24 15:04:16.425528,17,True,Laptop
W0004637,U00754,M00243,2025-11-23 15:04:16.425530,28,False,Tablet
W0004638,U00803,M00272,2026-04-03 15:04:16.425532,79,False,Laptop
W0004639,U00342,M00289,2025-12-13 15:04:16.425534,124,False,TV
W0004640,U00609,M00086,2025-08-24 15:04:16.425538,97,False,TV
W0004641,U00317,M00281,2026-02-26 15:04:16.425540,80,False,Tablet
W0004642,U00697,M00067,2025-12-05 15:04:16.425542,34,True,Mobile
W0004643,U00818,M00255,2025-08-14 15:04:16.425544,173,True,Mobile
W0004644,U00805,M00058,2025-12-22 15:04:16.425547,87,True,Mobile
W0004645,U00444,M00146,2026-03-12 15:04:16.425549,132,False,TV
W0004646,U00193,M00201,2025-11-13 15:04:16.425551,135,True,Mobile
W0004647,U00035,M00062,2025-10-06 15:04:16.425555,148,False,Mobile
W0004648,U00692,M00185,2026-04-06 15:04:16.425557,58,True,Laptop
W0004649,U00859,M00298,2026-03-10 15:04:16.425559,47,True,TV
W0004650,U00318,M00160,2025-08-14 15:04:16.425561,73,False,TV
W0004651,U00307,M00115,2025-05-12 15:04:16.425563,157,False,Laptop
W0004652,U00179,M00269,2025-05-20 15:04:16.425575,174,True,Tablet
W0004653,U00267,M00220,2025-11-21 15:04:16.425581,143,True,Mobile
W0004654,U00426,M00055,2026-01-24 15:04:16.425585,40,False,Tablet
W0004655,U00850,M00130,2026-01-18 15:04:16.425588,164,True,Tablet
W0004656,U00263,M00291,2026-04-05 15:04:16.425590,158,True,TV
W0004657,U00520,M00192,2025-06-19 15:04:16.425592,15,False,TV
W0004658,U00329,M00153,2025-12-14 15:04:16.425594,84,False,TV
W0004659,U00081,M00156,2026-02-09 15:04:16.425596,140,True,TV
W0004660,U00243,M00133,2026-03-07 15:04:16.425598,108,False,Laptop
W0004661,U00427,M00151,2025-07-15 15:04:16.425600,28,False,TV
W0004662,U00477,M00090,2026-04-17 15:04:16.425602,42,True,Mobile
W0004663,U00773,M00171,2026-04-15 15:04:16.425604,28,False,Mobile
W0004664,U00635,M00024,2026-04-28 15:04:16.425606,120,True,Laptop
W0004665,U00623,M00103,2025-11-30 15:04:16.425608,100,False,TV
W0004666,U00655,M00260,2026-01-15 15:04:16.425611,137,False,Mobile
W0004667,U00223,M00264,2025-09-04 15:04:16.425614,27,True,Mobile
W0004668,U00939,M00104,2025-12-17 15:04:16.425616,171,False,Mobile
W0004669,U00635,M00073,2025-12-12 15:04:16.425618,141,False,Tablet
W0004670,U00391,M00199,2025-07-23 15:04:16.425620,106,True,Mobile
W0004671,U00602,M00029,2026-04-01 15:04:16.425622,64,True,TV
W0004672,U00939,M00107,2025-07-08 15:04:16.425625,112,True,Laptop
W0004673,U00737,M00207,2025-11-08 15:04:16.425627,113,True,Mobile
W0004674,U00468,M00153,2025-09-25 15:04:16.425629,144,True,TV
W0004675,U00239,M00081,2026-01-30 15:04:16.425631,78,True,Tablet
W0004676,U00482,M00209,2025-09-19 15:04:16.425634,71,False,Mobile
W0004677,U00343,M00174,2025-12-12 15:04:16.425635,82,False,Mobile
W0004678,U00365,M00093,2026-03-01 15:04:16.425637,134,True,Laptop
W0004679,U00152,M00217,2025-06-09 15:04:16.425639,130,True,Laptop
W0004680,U00225,M00130,2025-06-25 15:04:16.425641,76,False,Tablet
W0004681,U00097,M00151,2025-06-07 15:04:16.425644,27,False,Mobile
W0004682,U00251,M00204,2026-02-03 15:04:16.425646,154,False,Tablet
W0004683,U00892,M00208,2025-05-30 15:04:16.425648,91,False,Mobile
W0004684,U00445,M00265,2026-04-08 15:04:16.425650,160,False,Mobile
W0004685,U00967,M00084,2026-02-18 15:04:16.425652,102,True,Laptop
W0004686,U00209,M00189,2025-06-07 15:04:16.425655,121,False,TV
W0004687,U00581,M00092,2026-02-15 15:04:16.425657,27,True,Mobile
W0004688,U00886,M00042,2025-06-07 15:04:16.425659,14,True,Tablet
W0004689,U00884,M00065,2025-10-02 15:04:16.425662,132,False,Mobile
W0004690,U00241,M00224,2025-05-22 15:04:16.425663,65,True,Tablet
W0004691,U00631,M00004,2025-07-12 15:04:16.425665,52,False,TV
W0004692,U00803,M00037,2026-04-27 15:04:16.425667,30,True,Tablet
W0004693,U00681,M00234,2026-02-09 15:04:16.425669,157,True,Tablet
W0004694,U00824,M00208,2025-08-16 15:04:16.425671,168,False,Laptop
W0004695,U00014,M00082,2025-11-24 15:04:16.425673,167,False,TV
W0004696,U00453,M00121,2025-07-14 15:04:16.425675,54,False,Tablet
W0004697,U00841,M00022,2025-06-17 15:04:16.425677,103,True,Tablet
W0004698,U00719,M00075,2025-06-12 15:04:16.425679,99,False,Laptop
W0004699,U00887,M00182,2026-05-04 15:04:16.425681,10,True,Mobile
W0004700,U00985,M00150,2025-11-23 15:04:16.425683,76,False,Tablet
W0004701,U00880,M00023,2025-07-10 15:04:16.425685,27,False,Laptop
W0004702,U00544,M00062,2026-03-11 15:04:16.425687,136,False,Tablet
W0004703,U00480,M00134,2026-02-18 15:04:16.425689,105,True,Laptop
W0004704,U00627,M00260,2025-06-02 15:04:16.425693,87,False,TV
W0004705,U00690,M00182,2025-11-13 15:04:16.425696,179,True,Mobile
W0004706,U00421,M00079,2026-01-26 15:04:16.425698,177,False,Mobile
W0004707,U00969,M00064,2026-03-16 15:04:16.425700,10,False,Tablet
W0004708,U00826,M00191,2026-03-07 15:04:16.425702,7,True,TV
W0004709,U00500,M00238,2025-12-23 15:04:16.425704,135,True,Tablet
W0004710,U00573,M00221,2026-02-21 15:04:16.425706,71,True,Mobile
W0004711,U00246,M00216,2026-03-06 15:04:16.425708,33,False,Tablet
W0004712,U00040,M00037,2025-09-07 15:04:16.425736,175,True,Mobile
W0004713,U00898,M00062,2025-08-21 15:04:16.425739,48,True,Tablet
W0004714,U00446,M00244,2025-08-30 15:04:16.425743,115,True,Laptop
W0004715,U00441,M00238,2026-02-27 15:04:16.425745,16,True,Mobile
W0004716,U00210,M00080,2025-12-17 15:04:16.425747,48,True,TV
W0004717,U00756,M00264,2025-05-29 15:04:16.425749,116,True,TV
W0004718,U00899,M00192,2025-08-12 15:04:16.425752,164,True,TV
W0004719,U00304,M00206,2025-06-28 15:04:16.425754,5,False,Tablet
W0004720,U00849,M00277,2025-10-18 15:04:16.425756,21,True,Tablet
W0004721,U00692,M00283,2026-04-23 15:04:16.425758,165,False,Tablet
W0004722,U00678,M00157,2025-11-23 15:04:16.425760,26,False,TV
W0004723,U00483,M00113,2025-09-20 15:04:16.425761,169,False,Mobile
W0004724,U00765,M00258,2026-03-10 15:04:16.425763,124,False,Mobile
W0004725,U00589,M00232,2026-01-27 15:04:16.425768,50,True,Laptop
W0004726,U00163,M00180,2025-08-29 15:04:16.425770,96,False,Tablet
W0004727,U00064,M00001,2025-08-05 15:04:16.425772,171,False,Tablet
W0004728,U00707,M00009,2025-09-04 15:04:16.425774,35,False,TV
W0004729,U00377,M00254,2025-07-12 15:04:16.425776,144,True,Tablet
W0004730,U00697,M00163,2025-06-13 15:04:16.425778,95,True,Tablet
W0004731,U00094,M00294,2025-09-17 15:04:16.425780,93,False,TV
W0004732,U00323,M00055,2025-08-04 15:04:16.425783,167,False,Tablet
W0004733,U00286,M00268,2026-03-26 15:04:16.425785,122,False,Tablet
W0004734,U00924,M00194,2025-09-08 15:04:16.425787,34,True,TV
W0004735,U00933,M00070,2026-01-31 15:04:16.425789,107,True,Mobile
W0004736,U00563,M00070,2026-02-13 15:04:16.425793,67,True,TV
W0004737,U00916,M00076,2026-03-05 15:04:16.425796,110,True,Tablet
W0004738,U00854,M00204,2025-08-06 15:04:16.425798,177,True,Tablet
W0004739,U00102,M00171,2026-01-02 15:04:16.425801,23,False,Mobile
W0004740,U00404,M00035,2025-10-17 15:04:16.425802,87,True,Mobile
W0004741,U00527,M00064,2026-03-03 15:04:16.425805,80,True,TV
W0004742,U00537,M00242,2026-02-05 15:04:16.425807,79,True,TV
W0004743,U00656,M00039,2025-12-20 15:04:16.425809,76,False,TV
W0004744,U00953,M00248,2025-07-08 15:04:16.425813,139,False,TV
W0004745,U00186,M00220,2026-04-08 15:04:16.425815,7,True,Tablet
W0004746,U00840,M00058,2025-08-26 15:04:16.425817,52,True,Mobile
W0004747,U00879,M00186,2025-06-19 15:04:16.425819,101,True,Mobile
W0004748,U00607,M00237,2025-05-25 15:04:16.425821,109,True,Tablet
W0004749,U00169,M00159,2025-11-05 15:04:16.425823,58,False,Tablet
W0004750,U00812,M00030,2025-12-09 15:04:16.425825,51,True,Tablet
W0004751,U00533,M00166,2026-02-23 15:04:16.425827,6,False,Laptop
W0004752,U00201,M00215,2026-02-14 15:04:16.425829,177,False,Laptop
W0004753,U00599,M00120,2025-09-07 15:04:16.425831,31,False,Tablet
W0004754,U00429,M00011,2025-12-29 15:04:16.425833,93,False,Laptop
W0004755,U00287,M00242,2025-09-24 15:04:16.425835,8,True,Mobile
W0004756,U00968,M00063,2025-12-23 15:04:16.425837,68,True,Laptop
W0004757,U00259,M00098,2026-01-29 15:04:16.425839,58,False,Mobile
W0004758,U00859,M00079,2025-09-22 15:04:16.425841,85,True,TV
W0004759,U00396,M00189,2025-07-22 15:04:16.425843,24,False,Laptop
W0004760,U00942,M00059,2025-08-02 15:04:16.425845,29,False,Mobile
W0004761,U00832,M00258,2025-11-17 15:04:16.425847,176,False,Laptop
W0004762,U00116,M00157,2026-02-18 15:04:16.425849,84,True,TV
W0004763,U00808,M00293,2026-05-03 15:04:16.425851,62,False,Tablet
W0004764,U00311,M00085,2025-08-07 15:04:16.425854,76,True,Mobile
W0004765,U00759,M00135,2025-05-14 15:04:16.425856,128,False,TV
W0004766,U00435,M00190,2025-10-21 15:04:16.425858,116,True,Laptop
W0004767,U00323,M00171,2026-01-16 15:04:16.425861,38,True,Tablet
W0004768,U00982,M00062,2026-03-28 15:04:16.425864,12,False,Laptop
W0004769,U00086,M00026,2025-05-25 15:04:16.425866,127,True,Tablet
W0004770,U00306,M00071,2025-08-17 15:04:16.425868,124,False,Mobile
W0004771,U00479,M00294,2025-07-19 15:04:16.425870,95,True,Tablet
W0004772,U00671,M00170,2026-03-20 15:04:16.425872,79,True,Tablet
W0004773,U00179,M00058,2026-02-22 15:04:16.425874,98,False,TV
W0004774,U00120,M00199,2025-12-10 15:04:16.425876,18,True,Tablet
W0004775,U00663,M00038,2025-11-21 15:04:16.425878,6,True,Laptop
W0004776,U00275,M00231,2025-12-19 15:04:16.425880,162,True,Mobile
W0004777,U00506,M00194,2026-04-08 15:04:16.425882,122,True,Mobile
W0004778,U00188,M00090,2025-10-16 15:04:16.425884,144,False,Mobile
W0004779,U00424,M00287,2025-09-24 15:04:16.425886,151,True,TV
W0004780,U00304,M00158,2025-06-03 15:04:16.425889,11,True,Tablet
W0004781,U00485,M00103,2026-03-20 15:04:16.425891,140,True,Tablet
W0004782,U00256,M00010,2026-03-12 15:04:16.425892,21,False,Tablet
W0004783,U00702,M00244,2026-03-17 15:04:16.425895,113,True,Mobile
W0004784,U00961,M00173,2026-02-23 15:04:16.425898,15,False,Mobile
W0004785,U00102,M00162,2025-07-15 15:04:16.425900,102,True,Tablet
W0004786,U00120,M00165,2025-05-14 15:04:16.425902,66,False,Mobile
W0004787,U00712,M00257,2026-05-07 15:04:16.425904,86,False,Mobile
W0004788,U00785,M00234,2026-01-14 15:04:16.425906,117,False,TV
W0004789,U00042,M00156,2025-09-24 15:04:16.425908,6,True,TV
W0004790,U00075,M00022,2026-02-28 15:04:16.425911,159,True,TV
W0004791,U00968,M00057,2025-11-04 15:04:16.425912,139,True,TV
W0004792,U00814,M00258,2026-04-03 15:04:16.425914,47,True,TV
W0004793,U00163,M00082,2026-04-08 15:04:16.425916,51,True,TV
W0004794,U00729,M00182,2026-02-08 15:04:16.425918,154,False,TV
W0004795,U00924,M00240,2026-03-20 15:04:16.425920,7,True,Mobile
W0004796,U00302,M00280,2026-04-11 15:04:16.425922,15,False,Tablet
W0004797,U00951,M00190,2026-04-14 15:04:16.425926,143,True,Laptop
W0004798,U00182,M00244,2026-03-25 15:04:16.425928,97,False,Tablet
W0004799,U00423,M00167,2026-04-29 15:04:16.425931,106,True,Laptop
W0004800,U00706,M00173,2026-04-28 15:04:16.425933,41,False,Mobile
W0004801,U00793,M00186,2025-11-27 15:04:16.425935,65,False,Tablet
W0004802,U00234,M00136,2025-12-14 15:04:16.425937,123,False,Tablet
W0004803,U00552,M00256,2025-05-11 15:04:16.425940,70,True,Laptop
W0004804,U00868,M00060,2026-03-23 15:04:16.425943,60,False,Mobile
W0004805,U00994,M00080,2025-05-22 15:04:16.425945,27,True,Mobile
W0004806,U00677,M00153,2026-01-22 15:04:16.425947,56,False,Mobile
W0004807,U00273,M00069,2025-09-08 15:04:16.425949,30,True,Mobile
W0004808,U00023,M00142,2025-10-12 15:04:16.425951,32,False,Mobile
W0004809,U00255,M00156,2025-09-20 15:04:16.425953,22,False,TV
W0004810,U00250,M00057,2026-04-24 15:04:16.425955,6,False,Tablet
W0004811,U00156,M00229,2025-09-30 15:04:16.425957,145,False,Mobile
W0004812,U00609,M00049,2025-08-26 15:04:16.425959,98,True,Laptop
W0004813,U00083,M00299,2025-10-24 15:04:16.425961,59,False,Laptop
W0004814,U00618,M00061,2026-03-28 15:04:16.425963,110,False,Tablet
W0004815,U00802,M00166,2025-12-08 15:04:16.425965,11,True,Mobile
W0004816,U00170,M00105,2025-11-21 15:04:16.425968,113,False,Laptop
W0004817,U00449,M00235,2025-08-07 15:04:16.425969,94,False,Laptop
W0004818,U00052,M00211,2026-01-03 15:04:16.425971,10,False,TV
W0004819,U00484,M00142,2025-11-06 15:04:16.425974,88,False,TV
W0004820,U00448,M00256,2026-02-24 15:04:16.425975,162,False,Laptop
W0004821,U00556,M00278,2025-09-03 15:04:16.425977,106,False,TV
W0004822,U00140,M00169,2025-09-13 15:04:16.425981,16,True,TV
W0004823,U00897,M00300,2025-11-22 15:04:16.425983,56,True,Mobile
W0004824,U00762,M00149,2026-01-04 15:04:16.425985,111,False,Laptop
W0004825,U00365,M00020,2025-08-26 15:04:16.425987,64,False,Laptop
W0004826,U00543,M00198,2026-05-08 15:04:16.425989,169,True,TV
W0004827,U00465,M00075,2025-09-09 15:04:16.425992,71,False,Laptop
W0004828,U00252,M00246,2026-03-21 15:04:16.425994,19,True,Mobile
W0004829,U00173,M00004,2026-01-25 15:04:16.425996,158,False,Tablet
W0004830,U00471,M00185,2025-08-17 15:04:16.425998,70,False,TV
W0004831,U00194,M00226,2025-06-09 15:04:16.426001,49,False,Tablet
W0004832,U00976,M00176,2026-04-25 15:04:16.426003,147,False,Laptop
W0004833,U00596,M00258,2025-10-14 15:04:16.426005,26,False,Tablet
W0004834,U00066,M00097,2025-11-14 15:04:16.426007,57,True,TV
W0004835,U00690,M00010,2025-11-24 15:04:16.426009,117,False,Tablet
W0004836,U00309,M00252,2026-04-05 15:04:16.426011,56,False,Laptop
W0004837,U00778,M00138,2025-05-20 15:04:16.426013,130,True,Tablet
W0004838,U00830,M00039,2025-05-17 15:04:16.426015,53,True,TV
W0004839,U00317,M00251,2025-07-31 15:04:16.426017,65,True,TV
W0004840,U00177,M00104,2026-02-28 15:04:16.426019,10,True,Mobile
W0004841,U00376,M00282,2025-10-03 15:04:16.426021,45,True,Laptop
W0004842,U00462,M00191,2025-08-17 15:04:16.426025,117,True,Tablet
W0004843,U00799,M00297,2025-06-28 15:04:16.426027,33,True,Laptop
W0004844,U00530,M00294,2026-04-02 15:04:16.426030,5,True,Mobile
W0004845,U00509,M00292,2025-11-24 15:04:16.426032,120,True,Tablet
W0004846,U00755,M00231,2025-09-05 15:04:16.426034,66,False,Laptop
W0004847,U00511,M00065,2025-11-18 15:04:16.426035,176,True,Mobile
W0004848,U00474,M00120,2026-01-07 15:04:16.426037,169,False,Laptop
W0004849,U00990,M00300,2025-12-21 15:04:16.426039,116,True,Tablet
W0004850,U00048,M00262,2025-11-27 15:04:16.426041,125,True,Mobile
W0004851,U00791,M00250,2025-07-20 15:04:16.426043,172,False,Laptop
W0004852,U00320,M00199,2025-05-20 15:04:16.426045,13,True,TV
W0004853,U00804,M00265,2026-02-17 15:04:16.426047,173,True,Laptop
W0004854,U00748,M00275,2026-03-19 15:04:16.426049,77,True,Tablet
W0004855,U00445,M00125,2025-08-12 15:04:16.426051,55,True,TV
W0004856,U00125,M00199,2026-01-04 15:04:16.426053,86,True,Tablet
W0004857,U00263,M00205,2025-06-10 15:04:16.426055,62,False,Laptop
W0004858,U00517,M00275,2025-09-14 15:04:16.426057,30,True,Tablet
W0004859,U00905,M00229,2026-02-16 15:04:16.426059,155,False,TV
W0004860,U00159,M00202,2026-01-23 15:04:16.426061,58,True,TV
W0004861,U00824,M00129,2025-12-13 15:04:16.426064,123,False,TV
W0004862,U00932,M00188,2026-01-21 15:04:16.426066,113,False,TV
W0004863,U00247,M00144,2025-09-15 15:04:16.426069,68,False,Mobile
W0004864,U00137,M00096,2026-04-23 15:04:16.426072,169,True,Tablet
W0004865,U00632,M00066,2025-12-05 15:04:16.426074,118,True,TV
W0004866,U00644,M00180,2025-12-13 15:04:16.426075,74,True,Mobile
W0004867,U00432,M00107,2025-06-27 15:04:16.426078,113,False,Laptop
W0004868,U00163,M00272,2025-09-10 15:04:16.426079,47,True,Laptop
W0004869,U00040,M00127,2026-01-20 15:04:16.426081,87,True,Mobile
W0004870,U00644,M00058,2026-03-31 15:04:16.426083,171,False,Mobile
W0004871,U00191,M00167,2025-10-03 15:04:16.426085,11,True,Tablet
W0004872,U00096,M00267,2026-04-02 15:04:16.426087,93,True,Laptop
W0004873,U00316,M00071,2025-07-10 15:04:16.426089,97,True,Laptop
W0004874,U00883,M00168,2026-03-06 15:04:16.426091,33,True,Tablet
W0004875,U00935,M00006,2025-11-22 15:04:16.426093,41,False,Tablet
W0004876,U00862,M00133,2026-01-20 15:04:16.426095,24,True,TV
W0004877,U00142,M00117,2026-01-03 15:04:16.426097,108,False,Mobile
W0004878,U00346,M00257,2026-02-24 15:04:16.426099,31,False,Laptop
W0004879,U00653,M00103,2025-11-07 15:04:16.426101,18,True,Laptop
W0004880,U00259,M00296,2026-02-07 15:04:16.426103,115,True,Laptop
W0004881,U00989,M00168,2025-09-07 15:04:16.426106,79,False,Tablet
W0004882,U00025,M00083,2025-12-19 15:04:16.426147,137,True,TV
W0004883,U00184,M00270,2026-03-05 15:04:16.426151,26,True,Tablet
W0004884,U00049,M00139,2025-06-05 15:04:16.426154,124,False,Tablet
W0004885,U00181,M00226,2025-06-14 15:04:16.426156,121,True,Tablet
W0004886,U00443,M00177,2025-09-22 15:04:16.426158,45,True,Tablet
W0004887,U00923,M00170,2025-12-24 15:04:16.426160,105,True,Mobile
W0004888,U00325,M00097,2026-04-14 15:04:16.426162,74,True,Tablet
W0004889,U00164,M00222,2025-12-31 15:04:16.426165,62,False,Mobile
W0004890,U00335,M00217,2025-10-30 15:04:16.426168,61,True,Laptop
W0004891,U00353,M00298,2025-05-20 15:04:16.426172,170,False,Tablet
W0004892,U00439,M00005,2025-10-25 15:04:16.426175,9,True,Tablet
W0004893,U00485,M00247,2025-08-28 15:04:16.426178,88,False,Mobile
W0004894,U00789,M00232,2026-02-28 15:04:16.426181,38,True,Laptop
W0004895,U00650,M00197,2026-02-18 15:04:16.426185,38,True,Tablet
W0004896,U00036,M00201,2025-07-19 15:04:16.426188,159,True,Mobile
W0004897,U00144,M00210,2025-11-19 15:04:16.426190,151,True,TV
W0004898,U00616,M00038,2025-12-03 15:04:16.426192,103,True,Laptop
W0004899,U00471,M00263,2025-12-19 15:04:16.426194,123,False,TV
W0004900,U00788,M00140,2026-03-28 15:04:16.426197,24,False,TV
W0004901,U00495,M00190,2026-03-19 15:04:16.426200,81,True,TV
W0004902,U00727,M00110,2025-07-20 15:04:16.426202,21,False,Mobile
W0004903,U00402,M00118,2025-06-18 15:04:16.426204,118,True,Laptop
W0004904,U00322,M00229,2025-06-03 15:04:16.426206,175,True,Laptop
W0004905,U00297,M00208,2025-10-15 15:04:16.426208,97,True,TV
W0004906,U00019,M00215,2025-09-06 15:04:16.426210,163,False,Laptop
W0004907,U00802,M00231,2025-06-24 15:04:16.426212,80,True,Laptop
W0004908,U00465,M00126,2026-02-26 15:04:16.426214,28,False,Mobile
W0004909,U00558,M00043,2025-11-14 15:04:16.426216,91,True,Mobile
W0004910,U00240,M00170,2025-07-08 15:04:16.426218,45,False,Tablet
W0004911,U00754,M00266,2025-05-31 15:04:16.426220,147,False,Mobile
W0004912,U00869,M00089,2026-04-14 15:04:16.426222,171,True,Tablet
W0004913,U00354,M00099,2026-01-04 15:04:16.426224,152,True,Laptop
W0004914,U00926,M00025,2026-04-29 15:04:16.426226,23,False,Laptop
W0004915,U00959,M00266,2025-11-26 15:04:16.426228,47,False,Mobile
W0004916,U00374,M00050,2025-05-17 15:04:16.426230,24,False,Laptop
W0004917,U00185,M00159,2025-05-13 15:04:16.426232,133,True,TV
W0004918,U00518,M00258,2025-10-04 15:04:16.426234,165,False,Laptop
W0004919,U00602,M00158,2025-05-31 15:04:16.426235,87,False,Tablet
W0004920,U00221,M00102,2026-02-16 15:04:16.426238,107,False,Laptop
W0004921,U00580,M00233,2025-06-14 15:04:16.426241,101,True,TV
W0004922,U00154,M00018,2026-03-25 15:04:16.426243,97,True,Mobile
W0004923,U00969,M00256,2026-02-20 15:04:16.426245,156,True,Mobile
W0004924,U00518,M00058,2026-01-30 15:04:16.426247,134,False,Mobile
W0004925,U00661,M00295,2025-09-04 15:04:16.426249,145,True,Mobile
W0004926,U00424,M00265,2025-11-21 15:04:16.426251,164,True,Tablet
W0004927,U00315,M00276,2025-12-08 15:04:16.426254,128,False,TV
W0004928,U00289,M00157,2025-12-19 15:04:16.426256,165,True,Laptop
W0004929,U00367,M00067,2025-05-29 15:04:16.426259,106,True,Laptop
W0004930,U00987,M00185,2025-05-21 15:04:16.426261,162,False,Mobile
W0004931,U00967,M00246,2025-11-17 15:04:16.426263,31,False,Mobile
W0004932,U00033,M00163,2025-05-15 15:04:16.426265,73,False,Tablet
W0004933,U00531,M00300,2026-05-05 15:04:16.426267,57,False,TV
W0004934,U00228,M00223,2025-05-18 15:04:16.426269,153,True,Tablet
W0004935,U00145,M00172,2025-10-20 15:04:16.426271,135,True,Tablet
W0004936,U00062,M00091,2025-07-08 15:04:16.426273,141,True,Mobile
W0004937,U00678,M00298,2025-11-19 15:04:16.426275,168,True,Mobile
W0004938,U00997,M00239,2025-07-24 15:04:16.426277,105,True,Tablet
W0004939,U00095,M00224,2025-06-15 15:04:16.426281,119,False,Mobile
W0004940,U00944,M00109,2025-11-17 15:04:16.426283,115,False,Tablet
W0004941,U00477,M00126,2025-11-01 15:04:16.426285,37,False,TV
W0004942,U00650,M00053,2026-02-17 15:04:16.426287,64,False,Laptop
